s13,13_Loc,13_length,13_end
1,483,6325,6808
2,6808,10525,17333
3,17333,12816,30149
4,30552,1039,31591
5,32105,9354,41459
6,41459,4144,45603
7,45603,3242,48845
8,48845,2182,51027
R570,50216,810,51026
D9,51756,1991,53747
D10,54254,764,55018
D11,55162,47,55209
R570,55909,794,56703
D12,57445,1874,59319
D13,59332,30,59362
TSP,59374,741,60115
TSP,60228,309,60537
14,60622,379,61001
15,61001,24245,85246
16,85246,1060,86306
17,87223,2966,90189
18,90906,26007,116913
19,116913,2956,119869
20,119869,4965,124834
21,124834,21055,145889
22,145889,5590,151479
23,151479,47144,198623
24,198623,34286,232909
25,232909,2806,235715
26,235715,50893,286608
D27,288175,114,288289
D28,289057,7767,296824
D29,296824,1080,297904
30,298393,3958,302351
31,302351,1217,303568
32,303568,7700,311268
33,311268,1242,312510
34,312510,8215,320725
35,320725,1002,321727
36,321727,1386,323113
37,323113,9659,332772
38,332772,25093,357865
39,357865,8103,365968
40,368001,7688,375689
41,375689,3245,378934
42,378934,2280,381214
43,381214,21793,403007
44,403354,19777,423131
45,423131,31915,455046
46,455046,7431,462477
47,462477,38299,500776
48,500776,33698,534474
49,535044,14243,549287
50,549287,21401,570688
51,570688,9280,579968
52,579968,1839,581807
53,581807,14730,596537
54,597506,14212,611718
55,612489,12616,625105
56,625439,51138,676577
D57,676577,1903,678480
D58,678481,1977,680458
59,680711,3421,684132
60,684132,18611,702743
D61,702956,1146,704102
D62,704550,1341,705891
D63,707241,1047,708288
64,709332,17452,726784
65,726784,7762,734546
66,734877,6505,741382
67,741382,1002,742384
68,742384,7780,750164
69,750164,9844,760008
70,760008,5373,765381
71,765381,8566,773947
72,773947,1223,775170
73,775170,1806,776976
D74,776976,3391,780367
75,780367,10791,791158
76,791158,2503,793661
77,793662,1056,794718
78,794719,1655,796374
79,796374,4360,800734
80,800734,2277,803011
81,803686,4554,808240
D82,808240,2127,810367
D83,810367,2579,812946
D84,812946,4720,817666
D85,819464,2136,821600
D86,821600,8235,829835
D87,829835,4394,834229
D88,834229,7117,841346
D89,841346,21097,862443
D90,862493,1243,863736
D91,863737,16859,880596
92,880596,15245,895841
93,895841,4783,900624
D94,900624,1997,902621
95,903590,17545,921135
96,921882,3679,925561
97,926063,2557,928620
D98,928620,1604,930224
99,930224,15702,945926
100,945926,20044,965970
101,965970,13205,979175
102,979175,1585,980760
103,980760,9036,989796
104,989796,1677,991473
105,992103,14442,1006545
106,1006547,1144,1007691
107,1007692,7019,1014711
108,1015037,17987,1033024
109,1033024,2388,1035412
110,1035412,10977,1046389
111,1046389,382,1046771
112,1046771,2073,1048844
113,1048844,61,1048905
114,1048905,7266,1056171
115,1056751,1351,1058102
116,1058102,47481,1105583
117,1105583,3310,1108893
118,1108893,4164,1113057
119,1113057,26588,1139645
120,1139645,17103,1156748
D121,1156858,2302,1159160
122,1159163,8463,1167626
123,1167626,2210,1169836
124,1170321,12824,1183145
125,1183145,6558,1189703
126,1189703,10596,1200299
127,1200299,1537,1201836
R846,1202083,94,1202177
128,1202159,56080,1258239
129,1258240,21386,1279626
130,1279626,22287,1301913
D131,1301913,3214,1305127
D132,1305331,23875,1329206
D133,1329206,531,1329737
D134,1329737,1187,1330924
D135,1331759,7628,1339387
461,1340821,2414,1343235
462,1343235,1432,1344667
463,1344667,13937,1358604
464,1358604,14116,1372720
465,1372720,4573,1377293
466,1377293,6726,1384019
467,1384019,5276,1389295
468,1390102,2704,1392806
D469,1392828,5242,1398070
470,1398070,8956,1407026
D471,1407026,1479,1408505
472,1408505,22712,1431217
473,1431217,13215,1444432
D474,1444432,3100,1447532
TSP,1444537,1716,1446253
D475,1447532,3649,1451181
D476,1451185,3030,1454215
IN,1451325,1014,1452339
TSP,1452515,1431,1453946
477,1454215,1581,1455796
478,1456288,27222,1483510
TSP,1483941,309,1484250
D479,1484066,1049,1485115
TSP,1484363,741,1485104
D480,1485785,167,1485952
D481,1486912,2092,1489004
482,1489775,6518,1496293
483,1496293,1335,1497628
484,1497628,10486,1508114
D485,1508114,1269,1509383
486,1509383,2449,1511832
487,1512822,14258,1527080
488,1527080,4140,1531220
489,1531220,1158,1532378
490,1532378,6107,1538485
491,1538485,10958,1549443
D492,1549548,4565,1554113
493,1554113,38054,1592167
494,1592167,21553,1613720
495,1613721,2544,1616265
496,1616266,2037,1618303
497,1618303,20634,1638937
R808,1638995,63,1639058
D498,1638994,508,1639502
D499,1640781,1988,1642769
D500,1642842,3649,1646491
D501,1646625,668,1647293
D502,1647894,1462,1649356
D503,1650050,2866,1652916
D504,1653017,1198,1654215
D505,1654262,3634,1657896
D506,1657896,7739,1665635
TSP,1663955,1224,1665179
D507,1665635,1958,1667593
D508,1668259,3439,1671698
D509,1671698,1529,1673227
D510,1673227,2271,1675498
D511,1675646,17501,1693147
TSP,1680341,1146,1681487
R808,1693149,63,1693212
512,1693147,18778,1711925
513,1711925,3252,1715177
514,1715177,2881,1718058
515,1718058,2482,1720540
D516,1720560,3125,1723685
