s8,8_Loc,8_length,8_end
1,1,6314,6315
2,6315,10477,16792
3,16792,12817,29609
4,30012,1039,31051
5,31565,9353,40918
6,40918,4144,45062
7,45062,3242,48304
8,48304,2181,50485
R570,49691,794,50485
D9,53733,718,54451
D1021,55885,1097,56982
14,56987,274,57261
15,57261,24249,81510
16,81510,1060,82570
17,83487,2966,86453
18,87170,26010,113180
19,113180,2627,115807
20,115807,4965,120772
21,120772,21055,141827
22,141827,5590,147417
23,147417,46228,193645
24,193645,34299,227944
25,227944,2806,230750
26,230750,51895,282645
D27,285345,115,285460
D669,287359,213,287572
D28,288597,7688,296285
D29,296366,1080,297446
30,297935,3966,301901
31,301901,1217,303118
32,303118,7683,310801
33,310801,1242,312043
34,312043,8215,320258
35,320258,1002,321260
36,321260,1386,322646
37,322646,9657,332303
38,332303,25086,357389
39,357393,8103,365496
40,367529,7689,375218
41,375218,3245,378463
42,378463,2280,380743
43,380743,21802,402545
44,402892,19171,422063
45,422063,31912,453975
46,453975,7419,461394
47,461394,38294,499688
48,499688,34221,533909
49,534479,14253,548732
50,548732,24220,572952
51,572952,9280,582232
52,582232,1839,584071
53,584071,14730,598801
54,599770,14210,613980
55,614751,12617,627368
IN,627365,138,627503
56,627702,45238,672940
59,672940,6864,679804
D550,679804,2944,682748
D887,683230,1890,685120
D778,685120,304,685424
60,685424,20086,705510
D61,705722,1146,706868
D62,707316,1342,708658
D63,710008,1048,711056
64,712101,17452,729553
65,729553,7762,737315
66,737646,6507,744153
67,744153,1002,745155
68,745155,7780,752935
69,752935,9844,762779
70,762779,5373,768152
71,768152,8567,776719
72,776719,1223,777942
73,777942,1864,779806
D74,779806,3391,783197
75,783197,10791,793988
76,793988,2503,796491
77,796492,1056,797548
78,797549,1655,799204
79,799204,4360,803564
80,803564,2277,805841
81,806513,8806,815319
D82,815319,2126,817445
D83,817445,2579,820024
D84,820024,4719,824743
D85,826541,2037,828578
D86,828578,8238,836816
D87,836816,4410,841226
D88,841226,7949,849175
D89,849175,21097,870272
D90,870322,1243,871565
D91,871566,16859,888425
92,888425,15245,903670
93,903670,7246,910916
D735,910916,4104,915020
95,915989,14497,930486
96,931233,3688,934921
97,935423,2557,937980
D98,937980,1604,939584
99,939584,15678,955262
100,955262,20051,975313
101,975313,13205,988518
102,988518,1585,990103
103,990103,9033,999136
104,999136,1679,1000815
105,1001445,14443,1015888
106,1015890,1144,1017034
107,1017035,7020,1024055
108,1024366,17880,1042246
109,1042246,2388,1044634
110,1044634,10977,1055611
111,1055611,382,1055993
112,1055993,8221,1064214
IN,1058180,1467,1059647
IN,1061568,2049,1063617
D260,1064214,3455,1067669
D840,1067669,3066,1070735
113,1070735,9872,1080607
114,1080607,7266,1087873
115,1088453,1351,1089804
116,1089804,45830,1135634
117,1135634,3310,1138944
118,1138944,4164,1143108
119,1143108,26813,1169921
120,1169921,17002,1186923
D831,1186923,3848,1190771
IN,1187675,1083,1188758
D481,1190771,1341,1192112
122,1193429,8462,1201891
123,1201891,2208,1204099
124,1204584,10943,1215527
125,1215527,8008,1223535
126,1223535,10596,1234131
127,1234131,1537,1235668
R846,1235925,94,1236019
128,1236000,58252,1294252
129,1294252,21294,1315546
130,1315546,21536,1337082
136,1337082,10252,1347334
137,1347334,1716,1349050
138,1349050,9749,1358799
139,1358799,5007,1363806
140,1363808,1674,1365482
141,1365484,22796,1388280
142,1388280,1142,1389422
143,1389422,2638,1392060
144,1392061,8489,1400550
145,1400550,3078,1403628
146,1403628,12516,1416144
D401,1416144,3576,1419720
IN,1416151,987,1417138
D948,1419883,425,1420308
D947,1420324,731,1421055
D877,1421055,592,1421647
D788,1423019,3342,1426361
D559,1429370,1291,1430661
D934,1430666,1191,1431857
D915,1433880,76,1433956
D807,1433978,6400,1440378
D834,1440379,4653,1445032
D501,1445567,2968,1448535
D500,1448669,3648,1452317
D388,1457098,1132,1458230
D133,1457549,103,1457652
D498,1458230,51,1458281
147,1458655,19251,1477906
148,1477907,1063,1478970
149,1478970,9455,1488425
150,1489754,5065,1494819
151,1494819,13027,1507846
152,1507846,34902,1542748
153,1542748,10214,1552962
D941,1553866,794,1554660
154,1554660,5030,1559690
155,1559690,11787,1571477
156,1571477,49762,1621239
157,1621240,3162,1624402
158,1624403,2068,1626471
159,1626666,6550,1633216
160,1633216,27537,1660753
161,1660840,1342,1662182
162,1662184,3604,1665788
163,1665788,30613,1696401
164,1696401,8153,1704554
165,1704554,15103,1719657
166,1720644,38870,1759514
171,1759785,2648,1762433
172,1762433,1158,1763591
173,1764792,14002,1778794
174,1778794,1716,1780510
175,1780510,3725,1784235
176,1784235,58725,1842960
177,1842960,11617,1854577
178,1854577,35526,1890103
179,1890424,1270,1891694
180,1891694,27821,1919515
181,1919515,9212,1928727
182,1928727,11039,1939766
183,1939766,28158,1967924
184,1967924,1161,1969085
185,1969085,8594,1977679
186,1977679,1077,1978756
187,1978756,11752,1990508
D801,1990509,5913,1996422
188,1996427,32354,2028781
189,2029302,14394,2043696
190,2044360,11023,2055383
191,2055773,8941,2064714
192,2064714,1405,2066119
193,2066120,32410,2098530
D194,2098868,223,2099091
195,2099091,2845,2101936
196,2101936,5469,2107405
197,2108396,29300,2137696
198,2137696,9333,2147029
199,2147029,43689,2190718
200,2190718,17424,2208142
201,2208142,1245,2209387
202,2209388,7042,2216430
203,2216430,5784,2222214
D845,2222218,1540,2223758
D939,2228246,1102,2229348
D857,2234136,1099,2235235
D803,2235314,1140,2236454
D795,2236454,2152,2238606
D1020,2240057,225,2240282
D828,2240290,810,2241100
D216,2241353,418,2241771
D879,2241771,1236,2243007
D827,2243007,2497,2245504
D876,2246825,2622,2249447
