s11,11_Loc,11_length,11_end
1,483,6325,6808
2,6808,10496,17304
3,17304,12815,30119
4,30522,1039,31561
5,32075,9352,41427
6,41427,4144,45571
7,45571,3242,48813
8,48813,2181,50994
R570,50200,794,50994
D9,51055,3227,54282
14,53771,959,54730
15,54730,24256,78986
16,78986,1061,80047
17,80964,2966,83930
18,84647,25988,110635
19,110635,2956,113591
20,113591,4965,118556
21,118556,20987,139543
22,139543,5592,145135
23,145135,47207,192342
24,192342,32166,224508
25,224508,2806,227314
26,227314,50889,278203
D265,279803,88,279891
D266,279891,1017,280908
D28,280925,7766,288691
D29,288691,1080,289771
D750,290288,8042,298330
D683,298565,868,299433
D730,299728,8584,308312
D759,308312,1232,309544
D766,311694,619,312313
D804,312313,53,312366
30,312991,3965,316956
31,316956,1217,318173
32,318173,7697,325870
33,325870,1242,327112
34,327112,8213,335325
35,335325,1002,336327
36,336327,1386,337713
37,337713,9632,347345
38,347345,25113,372458
39,372458,8103,380561
40,382594,6931,389525
41,389525,3245,392770
42,392770,2280,395050
43,395050,21791,416841
44,417188,19762,436950
45,436950,31914,468864
46,468864,7431,476295
47,476295,38305,514600
48,514600,33738,548338
49,548908,14242,563150
50,563150,21401,584551
51,584551,9280,593831
52,593831,1839,595670
53,595670,14731,610401
54,611370,14210,625580
55,626351,13769,640120
56,640453,53932,694385
D57,694385,1903,696288
D58,696289,1977,698266
59,698519,8997,707516
D550,707516,2944,710460
D549,710570,309,710879
D887,710936,72,711008
D548,712460,301,712761
D778,712772,1370,714142
60,714142,18610,732752
D61,732965,1146,734111
D62,734559,1342,735901
D63,737251,1048,738299
64,739344,17452,756796
65,756796,7761,764557
66,764888,6507,771395
67,771395,1002,772397
68,772397,7780,780177
69,780177,9844,790021
70,790021,5373,795394
71,795394,8567,803961
72,803961,1223,805184
73,805184,1964,807148
D74,807148,3391,810539
75,810539,10790,821329
76,821329,2503,823832
77,823833,1056,824889
78,824890,1655,826545
79,826545,4360,830905
80,830905,2277,833182
81,833857,4553,838410
D82,838410,2126,840536
D83,840536,2581,843117
D84,843117,4736,847853
D85,849651,2137,851788
D86,851788,8235,860023
D87,860023,7306,867329
D88,869610,7912,877522
D89,877522,21097,898619
D90,898669,1243,899912
D91,899913,16859,916772
92,916772,15242,932014
93,932014,4783,936797
D94,936797,1997,938794
95,939763,17649,957412
96,958159,3679,961838
97,962340,2557,964897
D98,964897,1604,966501
99,966501,15703,982204
100,982204,20062,1002266
101,1002266,13204,1015470
102,1015470,1585,1017055
103,1017055,9037,1026092
104,1026092,1678,1027770
105,1028400,14443,1042843
106,1042845,1144,1043989
107,1043990,7019,1051009
108,1051335,17945,1069280
109,1069280,2437,1071717
110,1071717,10977,1082694
111,1082694,383,1083077
112,1083077,2073,1085150
113,1085150,61,1085211
114,1085211,7266,1092477
115,1093057,1351,1094408
116,1094408,46738,1141146
117,1141146,3310,1144456
118,1144456,4164,1148620
119,1148620,26820,1175440
120,1175440,16998,1192438
D831,1192438,3817,1196255
IN,1193191,1011,1194202
122,1198928,8462,1207390
123,1207390,2194,1209584
124,1210069,12833,1222902
125,1222902,6736,1229638
126,1229638,12540,1242178
127,1242178,2482,1244660
R846,1244664,94,1244758
128,1244740,57568,1302308
IN,1301126,1203,1302329
D896,1305996,277,1306273
D259,1306273,1018,1307291
D258,1307291,4347,1311638
129,1327527,26204,1353731
130,1353731,21536,1375267
IN,1366492,897,1367389
136,1375267,10252,1385519
137,1385519,1716,1387235
138,1387235,9735,1396970
139,1396970,5005,1401975
140,1401977,1674,1403651
141,1403653,22829,1426482
142,1426482,1143,1427625
143,1427625,2638,1430263
144,1430264,8489,1438753
145,1438753,3078,1441831
146,1441831,12477,1454308
147,1454308,19196,1473504
148,1473505,1063,1474568
149,1474568,9455,1484023
150,1485352,5065,1490417
151,1490417,13026,1503443
152,1503443,34902,1538345
153,1538345,10166,1548511
154,1548511,5367,1553878
155,1553878,11787,1565665
156,1565665,49817,1615482
157,1615483,3162,1618645
158,1618646,2041,1620687
159,1620882,6550,1627432
160,1627432,34747,1662179
161,1662266,1342,1663608
162,1663610,3490,1667100
163,1667100,30424,1697524
164,1697524,8066,1705590
165,1705590,15151,1720741
