s16,16_Loc,16_length,16_end
1,483,6607,7090
2,7090,10771,17861
3,17861,12815,30676
4,31595,1038,32633
5,32633,9289,41922
6,41922,4144,46066
7,46066,3242,49308
8,49308,2181,51489
R570,50695,794,51489
14,59656,275,59931
15,59931,22851,82782
16,82782,1059,83841
17,84758,2960,87718
18,88436,24625,113061
19,113061,2956,116017
20,120754,4986,125740
21,127134,18565,145699
22,145699,5595,151294
23,154450,46871,201321
24,203182,30984,234166
25,234166,2638,236804
26,236804,50361,287165
38,287191,25097,312288
37,316692,9661,326353
36,326353,1386,327739
35,327739,1002,328741
34,330530,8215,338745
33,338745,1170,339915
32,341196,7696,348892
31,348892,1216,350108
30,350108,3966,354074
664,354075,4614,358689
663,358689,64923,423612
662,428815,8376,437191
661,439951,20022,459973
660,463189,5073,468262
659,470551,2223,472774
658,472775,2219,474994
657,474994,14679,489673
656,491610,31990,523600
655,523759,1575,525334
654,525334,35821,561155
653,561156,1947,563103
652,563104,14684,577788
651,577788,29902,607690
650,608900,57294,666194
649,673518,9385,682903
648,683476,17531,701007
647,702174,28320,730494
646,731575,1776,733351
645,733353,2209,735562
644,735564,1630,737194
643,737194,20402,757596
642,759406,8439,767845
641,767847,2046,769893
640,769895,15483,785378
R1033,785339,,785339
D638,785378,809,786187
637,786187,3091,789278
636,789278,58573,847851
635,853885,12466,866351
634,867946,1404,869350
633,869350,5469,874819
632,875702,13906,889608
631,891109,4573,895682
D757,896017,5620,901637
R736,900640,910,901550
D911,902176,1912,904088
D816,904088,2201,906289
D772,906309,1723,908032
D748,908398,10976,919374
TSP,910406,186,910592
D821,919374,3776,923150
D797,923178,2780,925958
D927,925985,678,926663
TSP,926161,558,926719
R736,929589,910,930499
D758,930616,4873,935489
D994,940126,212,940338
D820,940338,3432,943770
TSP,943024,558,943582
D827,943809,2469,946278
D879,946278,1202,947480
D216,947480,415,947895
D1020,947895,1227,949122
D828,948143,765,948908
D924,949123,59,949182
D795,949629,2152,951781
D803,951781,1287,953068
D845,954890,1535,956425
IN,955052,1200,956252
630,956426,10092,966518
629,969502,4713,974215
628,975876,316,976192
627,976197,2894,979091
626,979091,12395,991486
625,994397,5515,999912
624,999912,962,1000874
R618,999912,,999912
623,1000874,213,1001087
622,1001087,3601,1004688
621,1005539,24878,1030417
617,1030417,13915,1044332
616,1044332,4360,1048692
615,1049664,333,1049997
613,1049997,12881,1062878
612,1065160,14649,1079809
611,1079809,49486,1129295
R353,1129287,45,1129332
D731,1129295,46,1129341
R353,1129340,45,1129385
610,1129341,231,1129572
609,1129572,2012,1131584
608,1131584,7936,1139520
607,1139520,1685,1141205
606,1141205,313,1141518
605,1141518,8939,1150457
604,1150457,24257,1174714
603,1174717,1598,1176315
602,1176411,1613,1178024
601,1178025,8169,1186194
600,1189273,42622,1231895
599,1231896,1103,1232999
598,1233000,3215,1236215
597,1236215,59097,1295312
596,1296462,6335,1302797
595,1302797,9615,1312412
594,1312418,1348,1313766
593,1313772,4836,1318608
592,1319213,29346,1348559
591,1348559,3504,1352063
590,1358868,10071,1368939
589,1377179,1551,1378730
588,1378730,2449,1381179
586,1383697,3400,1387097
584,1389936,20949,1410885
582,1412011,3341,1415352
587,1431781,2558,1434339
585,1434861,4388,1439249
583,1458002,4018,1462020
581,1463677,2163,1465840
580,1475869,15951,1491820
579,1500542,2479,1503021
R6,1500542,947,1501489
D776,1503021,1159,1504180
R6,1510393,947,1511340
578,1536000,6657,1542657
577,1542800,9739,1552539
D61,1558705,1146,1559851
D62,1560299,1341,1561640
D63,1562990,1047,1564037
576,1564054,1321,1565375
575,1567133,11841,1578974
D574,1586928,1304,1588232
573,1588233,1048,1589281
D572,1590305,4885,1595190
R496,1590426,880,1591306
R496,1595959,880,1596839
D571,1610648,1130,1611778
570,1612073,27673,1639746
D870,1657818,1294,1659112
D796,1659112,1723,1660835
D745,1660835,6241,1667076
D972,1667076,1456,1668532
D837,1668532,4910,1673442
D220,1676790,20001,1696791
D221,1697356,1237,1698593
D910,1698650,1831,1700481
D918,1700484,2667,1703151
D223,1703151,1880,1705031
D225,1707031,7070,1714101
D836,1714158,435,1714593
