s17,17_Loc,17_length,17_end
1,483,6314,6797
2,6797,10477,17274
3,17274,12817,30091
4,30494,1039,31533
5,32047,9353,41400
6,41400,4021,45421
7,45421,3242,48663
8,48663,2181,50844
R570,50050,794,50844
D12,51584,119,51703
D923,52351,1458,53809
TSP,53894,702,54596
D1021,55262,299,55561
D10,55562,101,55663
14,56483,283,56766
15,56766,24972,81738
16,81738,1060,82798
17,83715,2966,86681
18,87398,25959,113357
19,113357,2627,115984
20,115984,4965,120949
21,120949,21055,142004
22,142004,5590,147594
23,147594,46227,193821
24,193821,34289,228110
25,228110,2806,230916
26,230916,51329,282245
D534,283010,1334,284344
TSP,285364,843,286207
30,289737,3966,293703
31,293703,1217,294920
32,294920,7700,302620
33,302620,1242,303862
34,303862,8215,312077
35,312077,1002,313079
36,313079,1386,314465
37,314465,9653,324118
38,324118,25087,349205
39,349209,8103,357312
40,359345,7688,367033
41,367033,3245,370278
42,370278,2280,372558
43,372558,21802,394360
44,394707,19165,413872
45,413872,31913,445785
46,445785,7425,453210
47,453210,38302,491512
48,491512,34041,525553
49,526123,14238,540361
50,540361,24209,564570
51,564570,9280,573850
52,573850,1839,575689
53,575689,14730,590419
54,591388,14211,605599
55,606370,12617,618987
IN,618984,138,619122
56,619322,51121,670443
D57,670443,1903,672346
D58,672347,1977,674324
59,674577,3421,677998
60,677998,18604,696602
D61,696815,1146,697961
D62,698409,1342,699751
D63,701101,1047,702148
64,703193,17452,720645
65,720645,7762,728407
66,728738,6507,735245
67,735245,1002,736247
68,736247,7781,744028
69,744028,9844,753872
70,753872,5373,759245
71,759245,8567,767812
72,767812,1223,769035
73,769035,1806,770841
D74,770841,3391,774232
75,774232,10791,785023
76,785023,2503,787526
77,787527,1056,788583
78,788584,1655,790239
79,790239,4350,794589
80,794589,2277,796866
81,797538,8805,806343
D82,806343,2126,808469
D83,808469,2578,811047
D84,811047,4736,815783
D85,817581,2259,819840
D86,819840,8235,828075
D87,828075,4393,832468
D88,832468,7948,840416
D89,840416,21098,861514
D90,861564,1243,862807
D91,862808,16860,879668
92,879668,15240,894908
93,894908,7244,902152
D735,902152,4104,906256
95,907225,14488,921713
96,922460,3679,926139
97,926641,2557,929198
D98,929198,1571,930769
99,930769,15699,946468
100,946468,20050,966518
101,966518,13205,979723
102,979723,1585,981308
103,981308,9035,990343
104,990343,1678,992021
105,992651,14443,1007094
106,1007096,1144,1008240
107,1008241,7021,1015262
108,1015573,17883,1033456
109,1033456,2388,1035844
110,1035844,10977,1046821
111,1046821,382,1047203
112,1047203,2073,1049276
113,1049276,61,1049337
114,1049337,7266,1056603
115,1057183,1351,1058534
116,1058534,45841,1104375
117,1104375,3310,1107685
118,1107685,4164,1111849
119,1111849,26685,1138534
120,1138534,17015,1155549
122,1155719,8462,1164181
123,1164181,2208,1166389
124,1166874,10943,1177817
125,1177817,7966,1185783
126,1185783,13035,1198818
127,1198818,1537,1200355
R846,1200606,94,1200700
D893,1200860,3728,1204588
TSP,1200927,882,1201809
TSP,1201799,279,1202078
D862,1204588,85,1204673
128,1204673,58307,1262980
129,1263092,25896,1288988
130,1288988,21534,1310522
136,1310522,10252,1320774
137,1320774,1716,1322490
138,1322490,9749,1332239
139,1332239,5006,1337245
140,1337247,1674,1338921
141,1338923,22795,1361718
142,1361718,1143,1362861
143,1362861,2638,1365499
144,1365500,8489,1373989
145,1373989,3078,1377067
146,1377067,12476,1389543
147,1389543,19205,1408748
148,1408749,1063,1409812
149,1409812,9455,1419267
150,1420596,5065,1425661
151,1425661,13027,1438688
152,1438688,34902,1473590
153,1473590,10214,1483804
D941,1484708,854,1485562
154,1485562,5313,1490875
155,1490875,11787,1502662
156,1502662,49803,1552465
157,1552466,3162,1555628
158,1555629,2068,1557697
159,1557892,21673,1579565
160,1579565,28903,1608468
161,1608555,1342,1609897
162,1609899,3835,1613734
163,1613734,30429,1644163
164,1644163,8064,1652227
165,1652227,15151,1667378
166,1668365,38869,1707234
D665,1708456,1215,1709671
D666,1709671,432,1710103
D667,1710103,2309,1712412
D170,1713366,2433,1715799
171,1715799,2456,1718255
172,1718255,1158,1719413
173,1720614,14002,1734616
174,1734616,1716,1736332
175,1736332,3725,1740057
176,1740057,58726,1798783
177,1798783,10735,1809518
178,1809518,36406,1845924
179,1846236,1270,1847506
180,1847506,27817,1875323
181,1875323,9210,1884533
182,1884533,11039,1895572
183,1895572,28157,1923729
184,1923729,1161,1924890
185,1924890,8594,1933484
186,1933484,1077,1934561
187,1934561,24013,1958574
188,1958574,21450,1980024
189,1980544,14394,1994938
190,1995602,11023,2006625
191,2007015,8941,2015956
192,2015956,1405,2017361
193,2017362,32421,2049783
D194,2050121,223,2050344
195,2050344,2845,2053189
196,2053189,5469,2058658
197,2059649,29299,2088948
198,2088948,9333,2098281
199,2098281,43692,2141973
200,2141973,17414,2159387
201,2159387,1245,2160632
202,2160633,7042,2167675
D27,2168363,114,2168477
TSP,2168393,833,2169226
D345,2168566,1011,2169577
TSP,2169258,264,2169522
203,2178852,5784,2184636
204,2184640,5255,2189895
205,2189895,1053,2190948
206,2190948,5514,2196462
207,2196463,1017,2197480
208,2197481,12280,2209761
209,2210380,6120,2216500
210,2216500,6477,2222977
211,2223570,52093,2275663
212,2275663,42721,2318384
213,2319277,2356,2321633
D240,2321801,1032,2322833
