s19,19_Loc,19_length,19_end
1,582,6325,6907
2,6907,10473,17380
3,17380,12817,30197
4,30600,1039,31639
5,32153,9353,41506
6,41506,4144,45650
7,45650,3242,48892
8,48892,2182,51074
R570,50279,794,51073
D9,51835,1461,53296
D1021,53296,388,53684
D10,54524,1033,55557
D11,55570,47,55617
D793,59104,1398,60502
D923,64078,754,64832
TSP,64880,693,65573
D989,65599,1093,66692
TSP,67179,693,67872
D866,67897,1397,69294
R570,69132,533,69665
D12,69300,2981,72281
D13,72281,1020,73301
TSP,72811,693,73504
14,74205,283,74488
15,74488,24249,98737
16,98737,1060,99797
17,100714,2966,103680
18,104397,25962,130359
19,130359,2627,132986
20,132986,6747,139733
21,139733,19054,158787
22,158787,5590,164377
23,164377,46233,210610
24,210610,34289,244899
25,245951,2678,248629
26,248629,50810,299439
TSP,299513,792,300305
TSP,300334,186,300520
D28,300648,7769,308417
D29,308417,993,309410
D774,309410,12076,321486
IN,309516,1509,311025
D960,321486,1505,322991
D804,322991,9580,332571
D766,332571,15524,348095
IN,332706,1161,333867
D220,348767,4280,353047
D843,354112,4653,358765
TSP,354926,490,355416
D249,358765,200,358965
D962,358965,1909,360874
D218,362731,6711,369442
30,369442,4154,373596
31,373596,1217,374813
32,374813,7704,382517
33,382517,2022,384539
D679,384539,8650,393189
34,393189,10384,403573
IN,393830,1380,395210
35,403573,1002,404575
36,404575,1386,405961
37,405961,9657,415618
38,415618,25103,440721
39,440721,8103,448824
40,450857,7705,458562
41,458562,3245,461807
42,461807,2280,464087
43,464087,21802,485889
44,486236,19162,505398
45,505398,31912,537310
46,537310,7419,544729
47,544729,38302,583031
48,583031,34206,617237
49,617807,14255,632062
50,632062,24213,656275
51,656275,9280,665555
52,665555,1839,667394
53,667394,14603,681997
54,682966,14210,697176
55,697947,12950,710897
56,711230,56945,768175
D57,768175,1903,770078
D58,770079,1977,772056
59,772309,3421,775730
60,775730,18604,794334
D61,794547,1146,795693
D62,796141,1342,797483
D63,798833,1047,799880
64,800925,17452,818377
65,818377,7762,826139
66,826470,6507,832977
67,832977,1002,833979
68,833979,7781,841760
69,841760,9718,851478
70,851478,5373,856851
71,856851,8567,865418
72,865418,1223,866641
73,866641,1797,868438
D74,868438,3391,871829
75,871829,10791,882620
76,882620,2503,885123
77,885124,1056,886180
78,886181,1655,887836
79,887836,4360,892196
80,892196,2277,894473
81,895145,8806,903951
D82,903951,2120,906071
D83,906071,2578,908649
D84,908649,4719,913368
TSP,917229,2073,919302
D133,919337,21973,941310
D134,941310,1845,943155
D135,943155,7610,950765
D85,952132,2037,954169
D86,954169,8238,962407
D87,962407,4410,966817
D88,966817,7949,974766
D89,974766,21097,995863
D992,995863,1466,997329
IN,995953,1050,997003
D561,997333,2380,999713
D560,1000967,490,1001457
D559,1001581,1081,1002662
D558,1002662,2413,1005075
D557,1005161,1001,1006162
D555,1010561,880,1011441
D554,1011442,95,1011537
D553,1011902,2117,1014019
D905,1014019,1233,1015252
D738,1015252,13534,1028786
D894,1031046,1830,1032876
D826,1032876,1763,1034639
D548,1034697,918,1035615
D90,1035856,1243,1037099
D91,1037100,16859,1053959
92,1053959,15232,1069191
93,1069191,7121,1076312
D735,1076312,4104,1080416
95,1081385,17845,1099230
96,1099977,3679,1103656
97,1104158,2557,1106715
D98,1106715,1604,1108319
99,1108319,15679,1123998
D620,1124001,537,1124538
D1024,1124538,2094,1126632
D841,1156614,4838,1161452
TSP,1157338,2070,1159408
100,1161455,20170,1181625
101,1181625,13205,1194830
102,1194830,1585,1196415
103,1196415,9036,1205451
104,1205451,1678,1207129
105,1207759,14442,1222201
106,1222203,1144,1223347
107,1223348,7017,1230365
108,1230691,17865,1248556
109,1248556,2388,1250944
110,1250944,10977,1261921
111,1261921,18625,1280546
IN,1291047,1290,1292337
IN,1292329,1731,1294060
D256,1299995,1807,1301802
D479,1304956,2560,1307516
TSP,1306479,828,1307307
TSP,1307333,309,1307642
112,1307707,8426,1316133
IN,1310099,1467,1311566
IN,1313487,2049,1315536
D260,1316133,3455,1319588
TSP,1319691,336,1320027
TSP,1320023,336,1320359
TSP,1320422,1512,1321934
D840,1321957,3066,1325023
TSP,1322030,336,1322366
TSP,1322463,306,1322769
113,1325023,9872,1334895
TSP,1327624,642,1328266
114,1334895,7266,1342161
115,1342741,1351,1344092
116,1344092,45928,1390020
117,1390020,3310,1393330
118,1393330,4166,1397496
TSP,1430955,2070,1433025
119,1435085,26814,1461899
120,1461899,17016,1478915
122,1479085,8462,1487547
123,1487547,2208,1489755
124,1490240,10944,1501184
125,1501184,13745,1514929
126,1514929,12330,1527259
127,1527259,2483,1529742
R846,1529746,94,1529840
128,1529822,56093,1585915
D753,1585915,16363,1602278
IN,1586216,1257,1587473
D828,1603128,11472,1614600
D927,1616754,1569,1618323
TSP,1616815,534,1617349
D772,1619897,14388,1634285
TSP,1625353,1512,1626865
TSP,1626928,336,1627264
TSP,1627260,336,1627596
D1015,1639075,2085,1641160
129,1643996,22428,1666424
130,1666424,21535,1687959
136,1687959,10252,1698211
137,1698211,1716,1699927
138,1699927,9750,1709677
139,1709677,5006,1714683
140,1714685,1674,1716359
141,1716361,22803,1739164
142,1739164,1142,1740306
143,1740306,2638,1742944
144,1742945,8489,1751434
145,1751434,3078,1754512
146,1754512,12476,1766988
147,1766988,19177,1786165
148,1786166,1063,1787229
149,1787229,9455,1796684
150,1798013,5065,1803078
151,1803078,13028,1816106
152,1816106,34902,1851008
153,1851008,10185,1861193
154,1861238,5008,1866246
155,1866246,11787,1878033
156,1878033,49760,1927793
157,1927794,3162,1930956
158,1930957,2068,1933025
159,1933220,6550,1939770
160,1939770,27538,1967308
161,1967395,1342,1968737
162,1968739,3604,1972343
163,1972343,30047,2002390
164,2002390,9515,2011905
TSP,2002665,1017,2003682
165,2011905,15151,2027056
166,2028043,38870,2066913
171,2067184,2648,2069832
172,2069832,1158,2070990
173,2072191,14002,2086193
174,2086193,1716,2087909
175,2087909,3725,2091634
176,2091634,58783,2150417
177,2150417,10736,2161153
178,2161153,36405,2197558
179,2197870,1270,2199140
180,2199140,27817,2226957
D950,2226957,1372,2228329
TSP,2227235,1017,2228252
181,2228329,9211,2237540
182,2237540,11039,2248579
183,2248579,28163,2276742
184,2276742,966,2277708
185,2277708,8278,2285986
186,2285986,1077,2287063
187,2287063,11761,2298824
D765,2298857,16991,2315848
188,2315966,26770,2342736
189,2343256,14394,2357650
190,2358314,11022,2369336
191,2369726,8756,2378482
192,2378482,1405,2379887
193,2379888,32409,2412297
D805,2412352,1505,2413857
D194,2413857,1126,2414983
195,2414983,2845,2417828
196,2417828,5469,2423297
197,2424288,29301,2453589
198,2453589,9333,2462922
199,2462922,43689,2506611
200,2506611,17415,2524026
201,2524026,1245,2525271
202,2525272,7042,2532314
203,2532314,5784,2538098
204,2538102,5253,2543355
205,2543355,1053,2544408
206,2544408,5514,2549922
207,2549923,1014,2550937
208,2550938,12279,2563217
209,2563836,6108,2569944
D460,2571272,6920,2578192
D459,2578192,15832,2594024
D458,2594025,4451,2598476
D457,2598476,1124,2599600
D456,2599969,2963,2602932
IN,2601148,1785,2602933
D455,2602932,1167,2604099
TSP,2602932,1167,2604099
D454,2605380,754,2606134
D453,2607421,2253,2609674
210,2609674,6477,2616151
211,2616744,52744,2669488
212,2669488,42711,2712199
213,2713092,2356,2715448
D214,2715449,1991,2717440
IN,2715671,1938,2717609
D868,2717614,4597,2722211
TSP,2718414,1098,2719512
D890,2722211,1970,2724181
D856,2724181,2258,2726439
D727,2726439,48500,2774939
TSP,2727585,1512,2729097
TSP,2729160,336,2729496
TSP,2729492,336,2729828
TSP,2772543,1296,2773839
D221,2774940,2779,2777719
IN,2776388,627,2777015
D222,2778256,4690,2782946
D223,2782982,181,2783163
D224,2783163,9092,2792255
D225,2785169,7039,2792208
D756,2792255,6197,2798452
D836,2798452,1624,2800076
D227,2800077,5718,2805795
D825,2805795,1959,2807754
D939,2807754,1197,2808951
D229,2808951,1245,2810196
D230,2810196,4727,2814923
D232,2815780,1160,2816940
D233,2817346,169,2817515
D234,2817515,3509,2821024
D235,2821024,13127,2834151
IN,2830674,528,2831202
D237,2834878,1234,2836112
D904,2837567,1168,2838735
D239,2838735,159,2838894
D240,2839060,1032,2840092
242,2840092,19995,2860087
r883,2860071,,2860071
D243,2860090,205,2860295
244,2860295,15004,2875299
245,2875299,9296,2884595
246,2884595,18310,2902905
261,2902905,8636,2911541
262,2911542,2379,2913921
D744,2914793,12994,2927787
D779,2928745,14188,2942933
D959,2942939,1918,2944857
TSP,2944958,336,2945294
TSP,2945290,336,2945626
TSP,2945689,1512,2947201
D729,2947226,29420,2976646
IN,2962087,1383,2963470
IN,2976752,1509,2978261
D167,2979247,4284,2983531
TSP,2983246,828,2984074
TSP,2984100,309,2984409
267,2985069,10302,2995371
