s14,14_Loc,14_length,14_end
1,483,6333,6816
2,6816,10493,17309
3,17309,12816,30125
4,30528,1039,31567
5,32081,9352,41433
6,41433,4144,45577
7,45577,3242,48819
8,48819,2182,51001
R570,50206,794,51000
D9,51027,3227,54254
D866,54136,1296,55432
R570,55909,794,56703
D793,57205,1398,58603
D12,59528,599,60127
TSP,60274,693,60967
D982,61784,109,61893
D11,62109,47,62156
D923,62171,566,62737
14,62740,275,63015
15,63015,24245,87260
16,87260,1061,88321
17,89238,2966,92204
18,92921,25989,118910
19,118910,2956,121866
20,121866,4965,126831
21,126831,20988,147819
22,147819,5590,153409
23,153409,47150,200559
24,200559,32171,232730
25,232730,2800,235530
26,235530,63349,298879
30,298913,3966,302879
31,302879,1217,304096
32,304096,7690,311786
33,311786,1242,313028
34,313028,8215,321243
35,321243,1002,322245
36,322245,1386,323631
37,323631,9659,333290
38,333290,25093,358383
39,358383,8103,366486
40,368519,6931,375450
41,375450,3245,378695
42,378695,2280,380975
43,380975,21791,402766
44,403113,19822,422935
45,422935,31915,454850
46,454850,7431,462281
47,462281,38300,500581
48,500581,33819,534400
49,534970,14243,549213
50,549213,21401,570614
51,570614,9280,579894
52,579894,1839,581733
53,581733,14730,596463
54,597432,14212,611644
55,612415,13773,626188
IN,626185,162,626347
56,626521,51136,677657
D57,677657,1903,679560
D58,679561,1977,681538
59,681791,9000,690791
D550,690791,2944,693735
D887,694217,315,694532
D778,694532,4591,699123
60,699123,18603,717726
D61,717939,1146,719085
D62,719533,1342,720875
D63,722225,1047,723272
64,724317,17452,741769
65,741769,7762,749531
66,749862,6507,756369
67,756369,1002,757371
68,757371,7781,765152
69,765152,9844,774996
70,774996,5373,780369
71,780369,8567,788936
72,788936,1223,790159
73,790159,1869,792028
D74,792028,3391,795419
75,795419,10789,806208
76,806208,2503,808711
77,808712,1056,809768
78,809769,1655,811424
79,811424,4360,815784
80,815784,2277,818061
81,818736,4553,823289
D82,823289,2125,825414
D83,825414,2580,827994
D84,827994,4736,832730
D986,834737,1033,835770
D890,836728,622,837350
D991,837371,1382,838753
D931,838753,1755,840508
D85,841314,2137,843451
D86,843451,8238,851689
D87,851689,4394,856083
D88,856083,7117,863200
D89,863200,21097,884297
D90,884347,1243,885590
D91,885591,16859,902450
92,902450,15232,917682
